observation_id,date,time,species_guess,scientific_name,rank,taxon_id,coordinates,place,lat_lon,grade,user
257931647,8/4/2024,2024-08-04T13:08:00+01:00,Spiny Fan Mussel,Pinna rudis,species,292173,"[-16.3287769176, 28.3983162338]","Radazul, Santa Cruz de Tenerife, Spain","28.3983162338,-16.3287769176",research,d_gonzalez
257931646,8/4/2024,2024-08-04T13:08:00+01:00,Atlantic Lizardfish,Synodus saurus,species,113701,"[-16.3287769176, 28.3983162338]","Radazul, Santa Cruz de Tenerife, Spain","28.3983162338,-16.3287769176",research,d_gonzalez
257931645,8/4/2024,2024-08-04T13:08:00+01:00,Red Lizardfish,Synodus synodus,species,131428,"[-16.3287769176, 28.3983162338]","Radazul, Santa Cruz de Tenerife, Spain","28.3983162338,-16.3287769176",research,d_gonzalez
257931644,8/4/2024,2024-08-04T13:08:00+01:00,Planehead Filefish,Stephanolepis hispida,species,132526,"[-16.3287769176, 28.3983162338]","Radazul, Santa Cruz de Tenerife, Spain","28.3983162338,-16.3287769176",research,d_gonzalez
257931643,8/4/2024,2024-08-04T13:08:00+01:00,Ornate Wrasse,Thalassoma pavo,species,50972,"[-16.3287769176, 28.3983162338]","Radazul, Santa Cruz de Tenerife, Spain","28.3983162338,-16.3287769176",research,d_gonzalez
257931642,8/4/2024,2024-08-04T13:08:00+01:00,European Parrotfish,Sparisoma cretense,species,112860,"[-16.3287769176, 28.3983162338]","Radazul, Santa Cruz de Tenerife, Spain","28.3983162338,-16.3287769176",research,d_gonzalez
257931641,8/4/2024,2024-08-04T13:08:00+01:00,Madeira Scorpionfish,Scorpaena maderensis,species,342288,"[-16.3287769176, 28.3983162338]","Radazul, Santa Cruz de Tenerife, Spain","28.3983162338,-16.3287769176",research,d_gonzalez
257931640,8/4/2024,2024-08-04T13:08:00+01:00,Atlantic Purple Sea Urchin,Paracentrotus lividus,species,48032,"[-16.3287769176, 28.3983162338]","Radazul, Santa Cruz de Tenerife, Spain","28.3983162338,-16.3287769176",research,d_gonzalez
257930902,7/24/2024,2024-07-24T18:01:00+01:00,Wide-eyed Flounder,Bothus podas,species,118640,"[-16.3133986415, 28.4048787591]","38190 Bocacangrejo, Santa Cruz de Tenerife, Spain","28.4048787591,-16.3133986415",research,d_gonzalez
257930901,7/24/2024,2024-07-24T18:01:00+01:00,Arrow Crab,Stenorhynchus lanceolatus,species,363949,"[-16.3133986415, 28.4048787591]","38190 Bocacangrejo, Santa Cruz de Tenerife, Spain","28.4048787591,-16.3133986415",research,d_gonzalez
257930899,7/24/2024,2024-07-24T18:01:00+01:00,Violet Sea Urchin,Sphaerechinus granularis,species,118753,"[-16.3133986415, 28.4048787591]","38190 Bocacangrejo, Santa Cruz de Tenerife, Spain","28.4048787591,-16.3133986415",research,d_gonzalez
257930897,7/24/2024,2024-07-24T18:01:00+01:00,Bearded Fireworm,Hermodice carunculata,species,49520,"[-16.3133986415, 28.4048787591]","38190 Bocacangrejo, Santa Cruz de Tenerife, Spain","28.4048787591,-16.3133986415",research,d_gonzalez
257930896,7/24/2024,2024-07-24T18:01:00+01:00,Regal Sea Goddess,Felimare picta,species,469400,"[-16.3133986415, 28.4048787591]","38190 Bocacangrejo, Santa Cruz de Tenerife, Spain","28.4048787591,-16.3133986415",research,d_gonzalez
257930895,7/24/2024,2024-07-24T18:01:00+01:00,Atlantic Damselfish,Chromis limbata,species,342041,"[-16.3133986415, 28.4048787591]","38190 Bocacangrejo, Santa Cruz de Tenerife, Spain","28.4048787591,-16.3133986415",research,d_gonzalez
257930749,8/6/2024,2024-08-06T12:00:00+01:00,Brown Colonial Anemone,Palythoa grandiflora,species,851945,"[-16.3298599408, 28.5759035978]","38240 Punta del Hidalgo, Santa Cruz de Tenerife, Spain","28.5759035978,-16.3298599408",needs_id,d_gonzalez
257930748,8/6/2024,2024-08-06T12:00:00+01:00,Rockpool Prawn,Palaemon elegans,species,153169,"[-16.3298599408, 28.5759035978]","38240 Punta del Hidalgo, Santa Cruz de Tenerife, Spain","28.5759035978,-16.3298599408",research,d_gonzalez
257930747,8/6/2024,2024-08-06T12:00:00+01:00,White Sea Star,Coscinasterias tenuispina,species,255717,"[-16.3298599408, 28.5759035978]","38240 Punta del Hidalgo, Santa Cruz de Tenerife, Spain","28.5759035978,-16.3298599408",research,d_gonzalez
257930745,8/6/2024,2024-08-06T12:00:00+01:00,Clibanarius aequabilis,Clibanarius aequabilis,species,954396,"[-16.3298599408, 28.5759035978]","38240 Punta del Hidalgo, Santa Cruz de Tenerife, Spain","28.5759035978,-16.3298599408",research,d_gonzalez
257930744,8/6/2024,2024-08-06T12:00:00+01:00,Rock-pool Blenny,Parablennius parvicornis,species,108409,"[-16.3298599408, 28.5759035978]","38240 Punta del Hidalgo, Santa Cruz de Tenerife, Spain","28.5759035978,-16.3298599408",research,d_gonzalez
253365827,5/25/2024,2024-05-25T20:32:00-06:00,Guineafowl Puffer,Arothron meleagris,species,83318,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",research,d_gonzalez
253365826,5/25/2024,2024-05-25T20:32:00-06:00,Gregories,Stegastes,genus,49306,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",needs_id,d_gonzalez
253365824,5/25/2024,2024-05-25T20:32:00-06:00,Octopus,Octopus,genus,47456,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",needs_id,d_gonzalez
253365823,5/25/2024,2024-05-25T20:32:00-06:00,Octopuses,Octopoda,order,47458,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",needs_id,d_gonzalez
253365820,5/25/2024,2024-05-25T20:32:00-06:00,Black-nosed Butterflyfish,Johnrandallia nigrirostris,species,85124,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",research,d_gonzalez
253365819,5/25/2024,2024-05-25T20:32:00-06:00,Sea Cucumbers,Holothuroidea,class,47720,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",needs_id,d_gonzalez
253365818,5/25/2024,2024-05-25T20:32:00-06:00,Hexaplex princeps,Hexaplex princeps,species,244527,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",needs_id,d_gonzalez
253365816,5/25/2024,2024-05-25T20:32:00-06:00,Hexaplex princeps,Hexaplex princeps,species,244527,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",research,d_gonzalez
253365815,5/25/2024,2024-05-25T20:32:00-06:00,Spinster Wrasse,Halichoeres nicholsi,species,56919,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",research,d_gonzalez
253365812,5/25/2024,2024-05-25T20:32:00-06:00,Spinster Wrasse,Halichoeres nicholsi,species,56919,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",research,d_gonzalez
253365811,5/25/2024,2024-05-25T20:32:00-06:00,Spottail Grunt,Haemulon maculicauda,species,101999,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",needs_id,d_gonzalez
253365810,5/25/2024,2024-05-25T20:32:00-06:00,Chameleon Wrasse,Halichoeres dispilus,species,52555,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",research,d_gonzalez
253365809,5/25/2024,2024-05-25T20:32:00-06:00,Chameleon Wrasse,Halichoeres dispilus,species,52555,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",research,d_gonzalez
253365808,5/25/2024,2024-05-25T20:32:00-06:00,Guineafowl Puffer,Arothron meleagris,species,83318,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",research,d_gonzalez
253365806,5/25/2024,2024-05-25T20:32:00-06:00,Guineafowl Puffer,Arothron meleagris,species,83318,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",research,d_gonzalez
253357604,3/2/2024,,Leopard Round Stingray,Urobatis pardalis,species,607552,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",research,d_gonzalez
253357603,3/2/2024,,Black-nosed Butterflyfish,Johnrandallia nigrirostris,species,85124,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",research,d_gonzalez
253356719,9/7/2024,,Graybar Grunt,Haemulon sexfasciatum,species,102001,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356718,9/7/2024,,Graybar Grunt,Haemulon sexfasciatum,species,102001,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356717,9/7/2024,,Whitetip Reef Shark,Triaenodon obesus,species,52314,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356716,9/7/2024,,Orangeside Triggerfish,Sufflamen verres,species,57295,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356714,9/7/2024,,Graybar Grunt,Haemulon sexfasciatum,species,102001,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356713,9/7/2024,,Beaubrummel,Stegastes flavilatus,species,113104,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356711,9/7/2024,,Starry Grouper,Epinephelus labriformis,species,67529,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356710,9/7/2024,,Moorish Idol,Zanclus cornutus,species,83290,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356708,9/7/2024,,Blue-barred Parrotfish,Scarus ghobban,species,84175,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356707,9/7/2024,,Moorish Idol,Zanclus cornutus,species,83290,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356706,9/7/2024,,Stone Triggerfish,Pseudobalistes naufragium,species,110933,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356704,9/7/2024,,Green Sea Turtle,Chelonia mydas,species,39659,"[-83.8527784564, 8.7971672682]","Puntarenas, CR","8.7971672682,-83.8527784564",research,d_gonzalez
253356703,9/7/2024,,Hawksbill Sea Turtle,Eretmochelys imbricata,species,39672,"[-83.8849494309, 8.7873358677]","Puntarenas, CR","8.7873358677,-83.8849494309",needs_id,d_gonzalez
253356702,9/7/2024,,Green Sea Turtle,Chelonia mydas,species,39659,"[-83.8628258593, 8.7140343124]","Puntarenas, CR","8.7140343124,-83.8628258593",research,d_gonzalez
253356700,9/7/2024,,Yellowfin Surgeonfish,Acanthurus xanthopterus,species,132366,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356699,9/7/2024,,Blue-and-gold Snapper,Lutjanus viridis,species,104862,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356698,9/7/2024,,Pacific Creolefish,Cephalopholis colonus,species,1439800,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356696,9/7/2024,,Three-banded Butterflyfish,Chaetodon humeralis,species,55534,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356695,9/7/2024,,Bluefin Trevally,Caranx melampygus,species,123690,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356694,9/7/2024,,Pacific Creolefish,Cephalopholis colonus,species,1439800,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356693,9/7/2024,,Green Jack,Caranx caballus,species,96738,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356691,9/7/2024,2024-09-07T12:13:00-06:00,Whitecheek Surgeonfish,Acanthurus nigricans,species,121193,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356690,9/7/2024,2024-09-07T12:15:00-06:00,Yellowmargin Moray,Gymnothorax flavimarginatus,species,121740,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356688,9/7/2024,2024-09-07T12:12:00-06:00,King Angelfish,Holacanthus passer,species,56797,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356687,9/7/2024,2024-09-07T12:14:00-06:00,Spottail Grunt,Haemulon maculicauda,species,101999,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356686,9/7/2024,2024-09-07T12:11:00-06:00,Guineafowl Puffer,Arothron meleagris,species,83318,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356683,9/7/2024,2024-09-07T12:10:00-06:00,Stone Scorpionfish,Scorpaena mystes,species,112345,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356682,9/7/2024,2024-09-07T12:07:00-06:00,Pacifigorgia,Pacifigorgia,genus,195539,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",needs_id,d_gonzalez
253356681,9/7/2024,2024-09-07T12:07:00-06:00,Orange Cup Coral,Tubastraea coccinea,species,51802,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",needs_id,d_gonzalez
253356680,9/7/2024,2024-09-07T12:07:00-06:00,Green Sea Turtle,Chelonia mydas,species,39659,"[-83.9283276902, 8.7967569907]","Puntarenas, CR","8.7967569907,-83.9283276902",research,d_gonzalez
253356679,9/7/2024,2024-09-07T12:04:00-06:00,Pacifigorgia,Pacifigorgia,genus,195539,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",needs_id,d_gonzalez
253356678,9/7/2024,2024-09-07T12:05:00-06:00,Yellowmargin Moray,Gymnothorax flavimarginatus,species,121740,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356677,9/7/2024,2024-09-07T12:03:00-06:00,Hawksbill Sea Turtle,Eretmochelys imbricata,species,39672,"[-83.9662430933, 8.66389313]","Puntarenas, CR","8.66389313,-83.9662430933",research,d_gonzalez
253356676,9/7/2024,2024-09-07T12:02:00-06:00,Golden Trevally,Gnathanodon speciosus,species,194896,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356675,9/7/2024,2024-09-07T12:02:00-06:00,Whitetip Reef Shark,Triaenodon obesus,species,52314,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356672,9/7/2024,2024-09-07T11:59:00-06:00,Pacific Graysby,Cephalopholis panamensis,species,97000,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356671,9/7/2024,2024-09-07T11:59:00-06:00,Bigscale Soldierfish,Myripristis berndti,species,49622,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356670,9/7/2024,2024-09-07T11:57:00-06:00,Leptogorgia alba,Leptogorgia alba,species,195546,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356668,9/7/2024,2024-09-07T11:57:00-06:00,Pavona gigantea,Pavona gigantea,species,108980,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",needs_id,d_gonzalez
253356667,9/7/2024,2024-09-07T11:57:00-06:00,Black-nosed Butterflyfish,Johnrandallia nigrirostris,species,85124,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356666,9/7/2024,2024-09-07T10:51:00-06:00,Pixy Hawkfish,Cirrhitichthys oxycephalus,species,132687,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356664,9/7/2024,2024-09-07T10:50:00-06:00,Cauliflower Corals,Pocillopora,genus,60547,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",needs_id,d_gonzalez
253356663,9/7/2024,2024-09-07T10:49:00-06:00,Flagtail Blanquillo,Malacanthus brevirostris,species,121424,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356662,9/7/2024,2024-09-07T10:49:00-06:00,Thorny Oysters,Spondylus,genus,123464,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",needs_id,d_gonzalez
253356659,9/7/2024,2024-09-07T10:50:00-06:00,Redlip Parrotfish,Scarus rubroviolaceus,species,83297,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356657,9/7/2024,2024-09-07T10:49:00-06:00,Redlip Parrotfish,Scarus rubroviolaceus,species,83297,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356656,9/7/2024,2024-09-07T10:47:00-06:00,Demosponges,Demospongiae,class,57736,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",needs_id,d_gonzalez
253356655,9/7/2024,2024-09-07T10:47:00-06:00,Leptogorgia alba,Leptogorgia alba,species,195546,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356653,9/7/2024,2024-09-07T10:45:00-06:00,Bluefin Trevally,Caranx melampygus,species,123690,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356652,9/7/2024,2024-09-07T10:38:00-06:00,Octopus,Octopus,genus,47456,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",needs_id,d_gonzalez
253356651,9/7/2024,2024-09-07T10:40:00-06:00,Graybar Grunt,Haemulon sexfasciatum,species,102001,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356649,9/7/2024,2024-09-07T10:36:00-06:00,Green Jack,Caranx caballus,species,96738,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356648,9/7/2024,2024-09-07T10:35:00-06:00,Starry Grouper,Epinephelus labriformis,species,67529,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356647,9/7/2024,2024-09-07T10:35:00-06:00,Green Sea Turtle,Chelonia mydas,species,39659,"[-83.8222139915, 8.6098446021]","Puntarenas, CR","8.6098446021,-83.8222139915",research,d_gonzalez
253356644,9/7/2024,2024-09-07T10:34:00-06:00,Pacifigorgia,Pacifigorgia,genus,195539,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",needs_id,d_gonzalez
253356643,9/7/2024,2024-09-07T10:33:00-06:00,Green Sea Turtle,Chelonia mydas,species,39659,"[-83.8951780241, 8.6856444425]","Puntarenas, CR","8.6856444425,-83.8951780241",research,d_gonzalez
253356641,9/7/2024,2024-09-07T10:28:00-06:00,Longtail Stingray,Hypanus longus,species,623852,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356640,9/7/2024,2024-09-07T10:28:00-06:00,White-spotted Puffer,Arothron hispidus,species,144017,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356639,9/7/2024,2024-09-07T10:26:00-06:00,Panamic Porkfish,Anisotremus taeniatus,species,94136,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356634,9/7/2024,2024-09-07T10:25:00-06:00,Spottail Grunt,Haemulon maculicauda,species,101999,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",needs_id,d_gonzalez
253356633,9/7/2024,2024-09-07T10:25:00-06:00,Yellow Snapper,Lutjanus argentiventris,species,47293,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356632,9/7/2024,2024-09-07T10:23:00-06:00,Barred Pargo,Hoplopagrus guentherii,species,102938,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356631,9/7/2024,2024-09-07T10:22:00-06:00,Pore Corals,Porites,genus,47530,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",needs_id,d_gonzalez
253356630,9/7/2024,2024-09-07T10:22:00-06:00,File Clams,Limidae,family,50578,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",needs_id,d_gonzalez
253356629,9/7/2024,2024-09-07T10:20:00-06:00,Whitetip Reef Shark,Triaenodon obesus,species,52314,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356628,9/7/2024,2024-09-07T10:19:00-06:00,Pixy Hawkfish,Cirrhitichthys oxycephalus,species,132687,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez
253356627,9/7/2024,,Frogfishes,Antennariidae,family,63279,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",needs_id,d_gonzalez
253136929,6/18/2017,,Cortez Angelfish,Pomacanthus zonipectus,species,110022,"[-83.2666979222, 8.5685573091]","Golfo Dulce, Costa Rica","8.5685573091,-83.2666979222",research,d_gonzalez
253136927,6/18/2017,,Snowflake Moray,Echidna nebulosa,species,54441,"[-83.2666979222, 8.5685573091]","Golfo Dulce, Costa Rica","8.5685573091,-83.2666979222",research,d_gonzalez
253136926,6/18/2017,,Filtering Sea Cucumbers,Dendrochirotida,order,49482,"[-83.2666979222, 8.5685573091]","Golfo Dulce, Costa Rica","8.5685573091,-83.2666979222",needs_id,d_gonzalez
253136925,6/18/2017,,Spottail Grunt,Haemulon maculicauda,species,101999,"[-83.2666979222, 8.5685573091]","Golfo Dulce, Costa Rica","8.5685573091,-83.2666979222",needs_id,d_gonzalez
253136922,6/18/2017,,Placospongia,Placospongia,genus,247178,"[-83.2666979222, 8.5685573091]","Golfo Dulce, Costa Rica","8.5685573091,-83.2666979222",needs_id,d_gonzalez
253136921,6/18/2017,,Barred Pargo,Hoplopagrus guentherii,species,102938,"[-83.2666979222, 8.5685573091]","Golfo Dulce, Costa Rica","8.5685573091,-83.2666979222",research,d_gonzalez
253136920,6/18/2017,,Pacific Crevalle Jack,Caranx caninus,species,96739,"[-83.2666979222, 8.5685573091]","Golfo Dulce, Costa Rica","8.5685573091,-83.2666979222",needs_id,d_gonzalez
253136919,6/18/2017,,Stone Triggerfish,Pseudobalistes naufragium,species,110933,"[-83.2666979222, 8.5685573091]","Golfo Dulce, Costa Rica","8.5685573091,-83.2666979222",needs_id,d_gonzalez
253136918,6/18/2017,,Longfin Salema,Xenichthys xanti,species,115043,"[-83.2666979222, 8.5685573091]","Golfo Dulce, Costa Rica","8.5685573091,-83.2666979222",needs_id,d_gonzalez
253136917,6/18/2017,,Panamic Sergeant Major,Abudefduf troschelii,species,92989,"[-83.2666979222, 8.5685573091]","Golfo Dulce, Costa Rica","8.5685573091,-83.2666979222",research,d_gonzalez
253136914,6/18/2017,,Panama pearl oyster,Pinctada mazatlanica,species,204978,"[-83.2666979222, 8.5685573091]","Golfo Dulce, Costa Rica","8.5685573091,-83.2666979222",research,d_gonzalez
253135452,4/29/2023,2023-04-29T11:08:00-06:00,Tidal Spray Crab,Plagusia depressa,species,295350,"[-82.8090805556, 9.7337]","Parque Nacional Cahuita, Talamanca, Limón, Costa Rica","9.7337,-82.8090805556",research,d_gonzalez
253135449,4/28/2023,2023-04-28T10:56:00-06:00,Atlantic Rock-boring Urchin,Echinometra lucunter,species,194691,"[-82.8538055556, 9.7454472222]","Talamanca, Limón, Costa Rica","9.7454472222,-82.8538055556",needs_id,d_gonzalez
253135448,4/28/2023,2023-04-28T10:36:00-06:00,Sea Anemones,Actiniaria,order,47797,"[-82.8546611111, 9.7444861111]","Limón, Talamanca, Costa Rica","9.7444861111,-82.8546611111",needs_id,d_gonzalez
253135447,4/28/2023,2023-04-28T10:40:00-06:00,Sabellastarte,Sabellastarte,genus,121447,"[-82.8537527778, 9.7453111111]","Talamanca, Limón, Costa Rica","9.7453111111,-82.8537527778",needs_id,d_gonzalez
253135446,4/28/2023,2023-04-28T10:35:00-06:00,Harlequin Sea Cucumber,Holothuria grisea,species,132518,"[-82.8536972222, 9.7452722222]","Talamanca, Limón, Costa Rica","9.7452722222,-82.8536972222",research,d_gonzalez
253135445,4/28/2023,2023-04-28T10:33:00-06:00,Pale Anemone,Exaiptasia diaphana,species,785634,"[-82.8537611111, 9.7452888889]","Talamanca, Limón, Costa Rica","9.7452888889,-82.8537611111",needs_id,d_gonzalez
253135444,4/30/2023,2023-04-30T22:07:00-06:00,Beaded Sea Cucumber,Euapta lappa,species,255692,"[-82.6873418137, 9.6454900767]","Limón Province, Punta Uva, Costa Rica","9.6454900767,-82.6873418137",research,d_gonzalez
253135442,4/30/2023,2023-04-30T22:07:00-06:00,Beaded Sea Cucumber,Euapta lappa,species,255692,"[-82.6873418137, 9.6454900767]","Limón Province, Punta Uva, Costa Rica","9.6454900767,-82.6873418137",needs_id,d_gonzalez
253135441,4/30/2023,2023-04-30T22:07:00-06:00,sun anemone,Stichodactyla helianthus,species,194210,"[-82.6873418137, 9.6454900767]","Limón Province, Punta Uva, Costa Rica","9.6454900767,-82.6873418137",research,d_gonzalez
253135440,4/30/2023,2023-04-30T22:07:00-06:00,Caribbean Sea Mat,Palythoa caribaeorum,species,324157,"[-82.6873418137, 9.6454900767]","Limón Province, Punta Uva, Costa Rica","9.6454900767,-82.6873418137",research,d_gonzalez
253135439,4/30/2023,2023-04-30T22:07:00-06:00,Rock-boring Urchins,Echinometra,genus,128201,"[-82.6873418137, 9.6454900767]","Limón Province, Punta Uva, Costa Rica","9.6454900767,-82.6873418137",needs_id,d_gonzalez
253135437,4/30/2023,2023-04-30T22:07:00-06:00,Brittle Stars,Ophiuroidea,class,48836,"[-82.6873418137, 9.6454900767]","Limón Province, Punta Uva, Costa Rica","9.6454900767,-82.6873418137",needs_id,d_gonzalez
253135436,4/30/2023,2023-04-30T22:07:00-06:00,Caribbean Bluehead Wrasse,Thalassoma bifasciatum,species,49491,"[-82.6873418137, 9.6454900767]","Limón Province, Punta Uva, Costa Rica","9.6454900767,-82.6873418137",research,d_gonzalez
253135435,4/30/2023,2023-04-30T22:07:00-06:00,Fire Corals,Millepora,genus,89967,"[-82.6873418137, 9.6454900767]","Limón Province, Punta Uva, Costa Rica","9.6454900767,-82.6873418137",needs_id,d_gonzalez
253135433,4/30/2023,2023-04-30T22:07:00-06:00,Blade Fire Coral,Millepora complanata,species,105880,"[-82.6873418137, 9.6454900767]","Limón Province, Punta Uva, Costa Rica","9.6454900767,-82.6873418137",needs_id,d_gonzalez
