observation_id,date,time,species_guess,taxon_id,coordinates,place,lat_lon,grade,user,kingdom,phylum,class,order,family,genus,scientific_name,rank
257931647,8/4/2024,2024-08-04T13:08:00+01:00,Spiny Fan Mussel,292173,"[-16.3287769176, 28.3983162338]","Radazul, Santa Cruz de Tenerife, Spain","28.3983162338,-16.3287769176",research,d_gonzalez,Animalia,Mollusca,Bivalvia,Ostreida,Pinnidae,Pinna,Pinna rudis,species
257931646,8/4/2024,2024-08-04T13:08:00+01:00,Atlantic Lizardfish,113701,"[-16.3287769176, 28.3983162338]","Radazul, Santa Cruz de Tenerife, Spain","28.3983162338,-16.3287769176",research,d_gonzalez,Animalia,Chordata,Teleostei,Aulopiformes,Synodontidae,Synodus,Synodus saurus,species
257931645,8/4/2024,2024-08-04T13:08:00+01:00,Red Lizardfish,131428,"[-16.3287769176, 28.3983162338]","Radazul, Santa Cruz de Tenerife, Spain","28.3983162338,-16.3287769176",research,d_gonzalez,Animalia,Chordata,Teleostei,Aulopiformes,Synodontidae,Synodus,Synodus synodus,species
257931644,8/4/2024,2024-08-04T13:08:00+01:00,Planehead Filefish,132526,"[-16.3287769176, 28.3983162338]","Radazul, Santa Cruz de Tenerife, Spain","28.3983162338,-16.3287769176",research,d_gonzalez,Animalia,Chordata,Teleostei,Tetraodontiformes,Monacanthidae,Stephanolepis,Stephanolepis hispida,species
257931643,8/4/2024,2024-08-04T13:08:00+01:00,Ornate Wrasse,50972,"[-16.3287769176, 28.3983162338]","Radazul, Santa Cruz de Tenerife, Spain","28.3983162338,-16.3287769176",research,d_gonzalez,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Thalassoma,Thalassoma pavo,species
257931642,8/4/2024,2024-08-04T13:08:00+01:00,European Parrotfish,112860,"[-16.3287769176, 28.3983162338]","Radazul, Santa Cruz de Tenerife, Spain","28.3983162338,-16.3287769176",research,d_gonzalez,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Sparisoma,Sparisoma cretense,species
257931641,8/4/2024,2024-08-04T13:08:00+01:00,Madeira Scorpionfish,342288,"[-16.3287769176, 28.3983162338]","Radazul, Santa Cruz de Tenerife, Spain","28.3983162338,-16.3287769176",research,d_gonzalez,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Scorpaena,Scorpaena maderensis,species
257931640,8/4/2024,2024-08-04T13:08:00+01:00,Atlantic Purple Sea Urchin,48032,"[-16.3287769176, 28.3983162338]","Radazul, Santa Cruz de Tenerife, Spain","28.3983162338,-16.3287769176",research,d_gonzalez,Animalia,Echinodermata,Echinoidea,Camarodonta,Parechinidae,Paracentrotus,Paracentrotus lividus,species
257930902,7/24/2024,2024-07-24T18:01:00+01:00,Wide-eyed Flounder,118640,"[-16.3133986415, 28.4048787591]","38190 Bocacangrejo, Santa Cruz de Tenerife, Spain","28.4048787591,-16.3133986415",research,d_gonzalez,Animalia,Chordata,Teleostei,Pleuronectiformes,Bothidae,Bothus,Bothus podas,species
257930901,7/24/2024,2024-07-24T18:01:00+01:00,Arrow Crab,363949,"[-16.3133986415, 28.4048787591]","38190 Bocacangrejo, Santa Cruz de Tenerife, Spain","28.4048787591,-16.3133986415",research,d_gonzalez,Animalia,Arthropoda,Malacostraca,Decapoda,Inachoididae,Stenorhynchus,Stenorhynchus lanceolatus,species
257930899,7/24/2024,2024-07-24T18:01:00+01:00,Violet Sea Urchin,118753,"[-16.3133986415, 28.4048787591]","38190 Bocacangrejo, Santa Cruz de Tenerife, Spain","28.4048787591,-16.3133986415",research,d_gonzalez,Animalia,Echinodermata,Echinoidea,Camarodonta,Toxopneustidae,Sphaerechinus,Sphaerechinus granularis,species
257930897,7/24/2024,2024-07-24T18:01:00+01:00,Bearded Fireworm,49520,"[-16.3133986415, 28.4048787591]","38190 Bocacangrejo, Santa Cruz de Tenerife, Spain","28.4048787591,-16.3133986415",research,d_gonzalez,Animalia,Annelida,Polychaeta,Amphinomida,Amphinomidae,Hermodice,Hermodice carunculata,species
257930896,7/24/2024,2024-07-24T18:01:00+01:00,Regal Sea Goddess,469400,"[-16.3133986415, 28.4048787591]","38190 Bocacangrejo, Santa Cruz de Tenerife, Spain","28.4048787591,-16.3133986415",research,d_gonzalez,Animalia,Mollusca,Gastropoda,Nudibranchia,Chromodorididae,Felimare,Felimare picta,species
257930895,7/24/2024,2024-07-24T18:01:00+01:00,Atlantic Damselfish,342041,"[-16.3133986415, 28.4048787591]","38190 Bocacangrejo, Santa Cruz de Tenerife, Spain","28.4048787591,-16.3133986415",research,d_gonzalez,Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Chromis,Chromis limbata,species
257930749,8/6/2024,2024-08-06T12:00:00+01:00,Brown Colonial Anemone,851945,"[-16.3298599408, 28.5759035978]","38240 Punta del Hidalgo, Santa Cruz de Tenerife, Spain","28.5759035978,-16.3298599408",needs_id,d_gonzalez,Animalia,Cnidaria,Hexacorallia,Zoantharia,Sphenopidae,Palythoa,Palythoa grandiflora,species
257930748,8/6/2024,2024-08-06T12:00:00+01:00,Rockpool Prawn,153169,"[-16.3298599408, 28.5759035978]","38240 Punta del Hidalgo, Santa Cruz de Tenerife, Spain","28.5759035978,-16.3298599408",research,d_gonzalez,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,Palaemon elegans,species
257930747,8/6/2024,2024-08-06T12:00:00+01:00,White Sea Star,255717,"[-16.3298599408, 28.5759035978]","38240 Punta del Hidalgo, Santa Cruz de Tenerife, Spain","28.5759035978,-16.3298599408",research,d_gonzalez,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Coscinasterias,Coscinasterias tenuispina,species
257930745,8/6/2024,2024-08-06T12:00:00+01:00,Clibanarius aequabilis,954396,"[-16.3298599408, 28.5759035978]","38240 Punta del Hidalgo, Santa Cruz de Tenerife, Spain","28.5759035978,-16.3298599408",research,d_gonzalez,Animalia,Arthropoda,Malacostraca,Decapoda,Diogenidae,Clibanarius,Clibanarius aequabilis,species
257930744,8/6/2024,2024-08-06T12:00:00+01:00,Rock-pool Blenny,108409,"[-16.3298599408, 28.5759035978]","38240 Punta del Hidalgo, Santa Cruz de Tenerife, Spain","28.5759035978,-16.3298599408",research,d_gonzalez,Animalia,Chordata,Teleostei,Blenniiformes,Blenniidae,Parablennius,Parablennius parvicornis,species
253365827,5/25/2024,2024-05-25T20:32:00-06:00,Guineafowl Puffer,83318,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",research,d_gonzalez,Animalia,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,Arothron,Arothron meleagris,species
253365826,5/25/2024,2024-05-25T20:32:00-06:00,Gregories,49306,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",needs_id,d_gonzalez,Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Stegastes,Stegastes,genus
253365824,5/25/2024,2024-05-25T20:32:00-06:00,Octopus,47456,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",needs_id,d_gonzalez,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Octopus,genus
253365823,5/25/2024,2024-05-25T20:32:00-06:00,Octopuses,47458,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",needs_id,d_gonzalez,Animalia,Mollusca,Cephalopoda,Octopoda,,,Octopoda,order
253365820,5/25/2024,2024-05-25T20:32:00-06:00,Black-nosed Butterflyfish,85124,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",research,d_gonzalez,Animalia,Chordata,Teleostei,Acanthuriformes,Chaetodontidae,Johnrandallia,Johnrandallia nigrirostris,species
253365819,5/25/2024,2024-05-25T20:32:00-06:00,Sea Cucumbers,47720,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",needs_id,d_gonzalez,Animalia,Echinodermata,Holothuroidea,,,,Holothuroidea,class
253365818,5/25/2024,2024-05-25T20:32:00-06:00,Hexaplex princeps,244527,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",needs_id,d_gonzalez,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Hexaplex,Hexaplex princeps,species
253365816,5/25/2024,2024-05-25T20:32:00-06:00,Hexaplex princeps,244527,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",research,d_gonzalez,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Hexaplex,Hexaplex princeps,species
253365815,5/25/2024,2024-05-25T20:32:00-06:00,Spinster Wrasse,56919,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",research,d_gonzalez,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Halichoeres,Halichoeres nicholsi,species
253365812,5/25/2024,2024-05-25T20:32:00-06:00,Spinster Wrasse,56919,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",research,d_gonzalez,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Halichoeres,Halichoeres nicholsi,species
253365811,5/25/2024,2024-05-25T20:32:00-06:00,Spottail Grunt,101999,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",needs_id,d_gonzalez,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Haemulidae,Haemulon,Haemulon maculicauda,species
253365810,5/25/2024,2024-05-25T20:32:00-06:00,Chameleon Wrasse,52555,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",research,d_gonzalez,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Halichoeres,Halichoeres dispilus,species
253365809,5/25/2024,2024-05-25T20:32:00-06:00,Chameleon Wrasse,52555,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",research,d_gonzalez,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Halichoeres,Halichoeres dispilus,species
253365808,5/25/2024,2024-05-25T20:32:00-06:00,Guineafowl Puffer,83318,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",research,d_gonzalez,Animalia,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,Arothron,Arothron meleagris,species
253365806,5/25/2024,2024-05-25T20:32:00-06:00,Guineafowl Puffer,83318,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",research,d_gonzalez,Animalia,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,Arothron,Arothron meleagris,species
253357604,3/2/2024,,Leopard Round Stingray,607552,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",research,d_gonzalez,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Urotrygonidae,Urobatis,Urobatis pardalis,species
253357603,3/2/2024,,Black-nosed Butterflyfish,85124,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",research,d_gonzalez,Animalia,Chordata,Teleostei,Acanthuriformes,Chaetodontidae,Johnrandallia,Johnrandallia nigrirostris,species
253356719,9/7/2024,,Graybar Grunt,102001,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Haemulidae,Haemulon,Haemulon sexfasciatum,species
253356718,9/7/2024,,Graybar Grunt,102001,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Haemulidae,Haemulon,Haemulon sexfasciatum,species
253356717,9/7/2024,,Whitetip Reef Shark,52314,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Triaenodon,Triaenodon obesus,species
253356716,9/7/2024,,Orangeside Triggerfish,57295,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez,Animalia,Chordata,Teleostei,Tetraodontiformes,Balistidae,Sufflamen,Sufflamen verres,species
253356714,9/7/2024,,Graybar Grunt,102001,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Haemulidae,Haemulon,Haemulon sexfasciatum,species
253356713,9/7/2024,,Beaubrummel,113104,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez,Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Stegastes,Stegastes flavilatus,species
253356711,9/7/2024,,Starry Grouper,67529,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez,Animalia,Chordata,Teleostei,Perciformes,Epinephelidae,Epinephelus,Epinephelus labriformis,species
253356710,9/7/2024,,Moorish Idol,83290,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez,Animalia,Chordata,Teleostei,Acanthuriformes,Zanclidae,Zanclus,Zanclus cornutus,species
253356708,9/7/2024,,Blue-barred Parrotfish,84175,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Scarus,Scarus ghobban,species
253356707,9/7/2024,,Moorish Idol,83290,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez,Animalia,Chordata,Teleostei,Acanthuriformes,Zanclidae,Zanclus,Zanclus cornutus,species
253356706,9/7/2024,,Stone Triggerfish,110933,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez,Animalia,Chordata,Teleostei,Tetraodontiformes,Balistidae,Pseudobalistes,Pseudobalistes naufragium,species
253356704,9/7/2024,,Green Sea Turtle,39659,"[-83.8527784564, 8.7971672682]","Puntarenas, CR","8.7971672682,-83.8527784564",research,d_gonzalez,Animalia,Chordata,,Testudines,Cheloniidae,Chelonia,Chelonia mydas,species
253356703,9/7/2024,,Hawksbill Sea Turtle,39672,"[-83.8849494309, 8.7873358677]","Puntarenas, CR","8.7873358677,-83.8849494309",needs_id,d_gonzalez,Animalia,Chordata,,Testudines,Cheloniidae,Eretmochelys,Eretmochelys imbricata,species
253356702,9/7/2024,,Green Sea Turtle,39659,"[-83.8628258593, 8.7140343124]","Puntarenas, CR","8.7140343124,-83.8628258593",research,d_gonzalez,Animalia,Chordata,,Testudines,Cheloniidae,Chelonia,Chelonia mydas,species
253356700,9/7/2024,,Yellowfin Surgeonfish,132366,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez,Animalia,Chordata,Teleostei,Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus xanthopterus,species
253356699,9/7/2024,,Blue-and-gold Snapper,104862,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Lutjanidae,Lutjanus,Lutjanus viridis,species
253356698,9/7/2024,,Pacific Creolefish,1439800,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez,Animalia,Chordata,Teleostei,Perciformes,Epinephelidae,Cephalopholis,Cephalopholis colonus,species
253356696,9/7/2024,,Three-banded Butterflyfish,55534,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez,Animalia,Chordata,Teleostei,Acanthuriformes,Chaetodontidae,Chaetodon,Chaetodon humeralis,species
253356695,9/7/2024,,Bluefin Trevally,123690,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez,Animalia,Chordata,Teleostei,Carangiformes,Carangidae,Caranx,Caranx melampygus,species
253356694,9/7/2024,,Pacific Creolefish,1439800,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez,Animalia,Chordata,Teleostei,Perciformes,Epinephelidae,Cephalopholis,Cephalopholis colonus,species
253356693,9/7/2024,,Green Jack,96738,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez,Animalia,Chordata,Teleostei,Carangiformes,Carangidae,Caranx,Caranx caballus,species
253356691,9/7/2024,2024-09-07T12:13:00-06:00,Whitecheek Surgeonfish,121193,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez,Animalia,Chordata,Teleostei,Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus nigricans,species
253356690,9/7/2024,2024-09-07T12:15:00-06:00,Yellowmargin Moray,121740,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez,Animalia,Chordata,Teleostei,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax flavimarginatus,species
253356688,9/7/2024,2024-09-07T12:12:00-06:00,King Angelfish,56797,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez,Animalia,Chordata,Teleostei,Acanthuriformes,Pomacanthidae,Holacanthus,Holacanthus passer,species
253356687,9/7/2024,2024-09-07T12:14:00-06:00,Spottail Grunt,101999,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Haemulidae,Haemulon,Haemulon maculicauda,species
253356686,9/7/2024,2024-09-07T12:11:00-06:00,Guineafowl Puffer,83318,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez,Animalia,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,Arothron,Arothron meleagris,species
253356683,9/7/2024,2024-09-07T12:10:00-06:00,Stone Scorpionfish,112345,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Scorpaena,Scorpaena mystes,species
253356682,9/7/2024,2024-09-07T12:07:00-06:00,Pacifigorgia,195539,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",needs_id,d_gonzalez,Animalia,Cnidaria,Octocorallia,Malacalcyonacea,Gorgoniidae,Pacifigorgia,Pacifigorgia,genus
253356681,9/7/2024,2024-09-07T12:07:00-06:00,Orange Cup Coral,51802,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",needs_id,d_gonzalez,Animalia,Cnidaria,Hexacorallia,Scleractinia,Dendrophylliidae,Tubastraea,Tubastraea coccinea,species
253356680,9/7/2024,2024-09-07T12:07:00-06:00,Green Sea Turtle,39659,"[-83.9283276902, 8.7967569907]","Puntarenas, CR","8.7967569907,-83.9283276902",research,d_gonzalez,Animalia,Chordata,,Testudines,Cheloniidae,Chelonia,Chelonia mydas,species
253356679,9/7/2024,2024-09-07T12:04:00-06:00,Pacifigorgia,195539,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",needs_id,d_gonzalez,Animalia,Cnidaria,Octocorallia,Malacalcyonacea,Gorgoniidae,Pacifigorgia,Pacifigorgia,genus
253356678,9/7/2024,2024-09-07T12:05:00-06:00,Yellowmargin Moray,121740,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez,Animalia,Chordata,Teleostei,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax flavimarginatus,species
253356677,9/7/2024,2024-09-07T12:03:00-06:00,Hawksbill Sea Turtle,39672,"[-83.9662430933, 8.66389313]","Puntarenas, CR","8.66389313,-83.9662430933",research,d_gonzalez,Animalia,Chordata,,Testudines,Cheloniidae,Eretmochelys,Eretmochelys imbricata,species
253356676,9/7/2024,2024-09-07T12:02:00-06:00,Golden Trevally,194896,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez,Animalia,Chordata,Teleostei,Carangiformes,Carangidae,Gnathanodon,Gnathanodon speciosus,species
253356675,9/7/2024,2024-09-07T12:02:00-06:00,Whitetip Reef Shark,52314,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Triaenodon,Triaenodon obesus,species
253356672,9/7/2024,2024-09-07T11:59:00-06:00,Pacific Graysby,97000,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez,Animalia,Chordata,Teleostei,Perciformes,Epinephelidae,Cephalopholis,Cephalopholis panamensis,species
253356671,9/7/2024,2024-09-07T11:59:00-06:00,Bigscale Soldierfish,49622,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez,Animalia,Chordata,Teleostei,Holocentriformes,Holocentridae,Myripristis,Myripristis berndti,species
253356670,9/7/2024,2024-09-07T11:57:00-06:00,Leptogorgia alba,195546,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez,Animalia,Cnidaria,Octocorallia,Malacalcyonacea,Gorgoniidae,Leptogorgia,Leptogorgia alba,species
253356668,9/7/2024,2024-09-07T11:57:00-06:00,Pavona gigantea,108980,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",needs_id,d_gonzalez,Animalia,Cnidaria,Hexacorallia,Scleractinia,Agariciidae,Pavona,Pavona gigantea,species
253356667,9/7/2024,2024-09-07T11:57:00-06:00,Black-nosed Butterflyfish,85124,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez,Animalia,Chordata,Teleostei,Acanthuriformes,Chaetodontidae,Johnrandallia,Johnrandallia nigrirostris,species
253356666,9/7/2024,2024-09-07T10:51:00-06:00,Pixy Hawkfish,132687,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez,Animalia,Chordata,Teleostei,Centrarchiformes,Cirrhitidae,Cirrhitichthys,Cirrhitichthys oxycephalus,species
253356664,9/7/2024,2024-09-07T10:50:00-06:00,Cauliflower Corals,60547,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",needs_id,d_gonzalez,Animalia,Cnidaria,Hexacorallia,Scleractinia,Pocilloporidae,Pocillopora,Pocillopora,genus
253356663,9/7/2024,2024-09-07T10:49:00-06:00,Flagtail Blanquillo,121424,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Malacanthidae,Malacanthus,Malacanthus brevirostris,species
253356662,9/7/2024,2024-09-07T10:49:00-06:00,Thorny Oysters,123464,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",needs_id,d_gonzalez,Animalia,Mollusca,Bivalvia,Pectinida,Spondylidae,Spondylus,Spondylus,genus
253356659,9/7/2024,2024-09-07T10:50:00-06:00,Redlip Parrotfish,83297,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Scarus,Scarus rubroviolaceus,species
253356657,9/7/2024,2024-09-07T10:49:00-06:00,Redlip Parrotfish,83297,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Scarus,Scarus rubroviolaceus,species
253356656,9/7/2024,2024-09-07T10:47:00-06:00,Demosponges,57736,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",needs_id,d_gonzalez,Animalia,Porifera,Demospongiae,,,,Demospongiae,class
253356655,9/7/2024,2024-09-07T10:47:00-06:00,Leptogorgia alba,195546,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez,Animalia,Cnidaria,Octocorallia,Malacalcyonacea,Gorgoniidae,Leptogorgia,Leptogorgia alba,species
253356653,9/7/2024,2024-09-07T10:45:00-06:00,Bluefin Trevally,123690,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez,Animalia,Chordata,Teleostei,Carangiformes,Carangidae,Caranx,Caranx melampygus,species
253356652,9/7/2024,2024-09-07T10:38:00-06:00,Octopus,47456,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",needs_id,d_gonzalez,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Octopus,genus
253356651,9/7/2024,2024-09-07T10:40:00-06:00,Graybar Grunt,102001,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Haemulidae,Haemulon,Haemulon sexfasciatum,species
253356649,9/7/2024,2024-09-07T10:36:00-06:00,Green Jack,96738,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez,Animalia,Chordata,Teleostei,Carangiformes,Carangidae,Caranx,Caranx caballus,species
253356648,9/7/2024,2024-09-07T10:35:00-06:00,Starry Grouper,67529,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez,Animalia,Chordata,Teleostei,Perciformes,Epinephelidae,Epinephelus,Epinephelus labriformis,species
253356647,9/7/2024,2024-09-07T10:35:00-06:00,Green Sea Turtle,39659,"[-83.8222139915, 8.6098446021]","Puntarenas, CR","8.6098446021,-83.8222139915",research,d_gonzalez,Animalia,Chordata,,Testudines,Cheloniidae,Chelonia,Chelonia mydas,species
253356644,9/7/2024,2024-09-07T10:34:00-06:00,Pacifigorgia,195539,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",needs_id,d_gonzalez,Animalia,Cnidaria,Octocorallia,Malacalcyonacea,Gorgoniidae,Pacifigorgia,Pacifigorgia,genus
253356643,9/7/2024,2024-09-07T10:33:00-06:00,Green Sea Turtle,39659,"[-83.8951780241, 8.6856444425]","Puntarenas, CR","8.6856444425,-83.8951780241",research,d_gonzalez,Animalia,Chordata,,Testudines,Cheloniidae,Chelonia,Chelonia mydas,species
253356641,9/7/2024,2024-09-07T10:28:00-06:00,Longtail Stingray,623852,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Hypanus,Hypanus longus,species
253356640,9/7/2024,2024-09-07T10:28:00-06:00,White-spotted Puffer,144017,"[-83.8817571, 8.707268]","Isla del Cano, Costa Rica","8.707268,-83.8817571",research,d_gonzalez,Animalia,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,Arothron,Arothron hispidus,species
